   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.006    0.006 pretty_symbology.py:1(<module>)
       48    0.000    0.000    0.000    0.000 pretty_symbology.py:116(<lambda>)
       48    0.000    0.000    0.000    0.000 pretty_symbology.py:117(<lambda>)
       25    0.000    0.000    0.000    0.000 pretty_symbology.py:124(<genexpr>)
       25    0.000    0.000    0.000    0.000 pretty_symbology.py:125(<genexpr>)
       26    0.000    0.000    0.000    0.000 pretty_symbology.py:133(<lambda>)
       26    0.000    0.000    0.000    0.000 pretty_symbology.py:134(<lambda>)
       27    0.000    0.000    0.000    0.000 pretty_symbology.py:136(<genexpr>)
       27    0.000    0.000    0.000    0.000 pretty_symbology.py:137(<genexpr>)
       25    0.000    0.000    0.000    0.000 pretty_symbology.py:148(<genexpr>)
       25    0.000    0.000    0.000    0.000 pretty_symbology.py:149(<genexpr>)
      310    0.000    0.000    0.001    0.000 pretty_symbology.py:17(U)
       16    0.000    0.000    0.000    0.000 pretty_symbology.py:185(<lambda>)
        5    0.000    0.000    0.000    0.000 pretty_symbology.py:186(<lambda>)
       10    0.000    0.000    0.000    0.000 pretty_symbology.py:187(<lambda>)
        5    0.000    0.000    0.000    0.000 pretty_symbology.py:188(<lambda>)
        2    0.000    0.000    0.000    0.000 pretty_symbology.py:190(<lambda>)
       10    0.000    0.000    0.000    0.000 pretty_symbology.py:191(<lambda>)
        5    0.000    0.000    0.000    0.000 pretty_symbology.py:192(<lambda>)
        1    0.000    0.000    0.000    0.000 pretty_symbology.py:207(<listcomp>)
        4    0.000    0.000    0.000    0.000 pretty_symbology.py:248(<lambda>)
        4    0.000    0.000    0.000    0.000 pretty_symbology.py:249(<lambda>)
        2    0.000    0.000    0.000    0.000 pretty_symbology.py:250(<lambda>)
       15    0.000    0.000    0.000    0.000 pretty_symbology.py:251(<lambda>)
        4    0.000    0.000    0.000    0.000 pretty_symbology.py:252(<lambda>)
        4    0.000    0.000    0.000    0.000 pretty_symbology.py:253(<lambda>)
       15    0.000    0.000    0.000    0.000 pretty_symbology.py:425(<lambda>)
        1    0.000    0.000    0.001    0.001 pretty_symbology.py:76(pretty_try_use_unicode)
        1    0.000    0.000    0.000    0.000 preview.py:1(<module>)
        1    0.000    0.000    0.000    0.000 primetest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 printer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 printer.py:197(Printer)
      792    0.010    0.000    0.015    0.000 printer.py:213(__init__)
      792    0.003    0.000    0.092    0.000 printer.py:249(doprint)
      792    0.022    0.000    0.089    0.000 printer.py:253(_print)
        1    0.000    0.000    0.000    0.000 printing.py:1(<module>)
        1    0.000    0.000    0.001    0.001 proactor_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 proactor_events.py:177(_ProactorReadPipeTransport)
        1    0.000    0.000    0.000    0.000 proactor_events.py:321(_ProactorBaseWritePipeTransport)
        1    0.000    0.000    0.000    0.000 proactor_events.py:431(_ProactorWritePipeTransport)
        1    0.000    0.000    0.000    0.000 proactor_events.py:453(_ProactorDatagramTransport)
        1    0.000    0.000    0.000    0.000 proactor_events.py:46(_ProactorBasePipeTransport)
        1    0.000    0.000    0.000    0.000 proactor_events.py:581(_ProactorDuplexPipeTransport)
        1    0.000    0.000    0.000    0.000 proactor_events.py:593(_ProactorSocketTransport)
        1    0.000    0.000    0.000    0.000 proactor_events.py:619(BaseProactorEventLoop)
        1    0.000    0.000    0.005    0.005 products.py:1(<module>)
        1    0.000    0.000    0.000    0.000 products.py:10(Product)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
        1    0.000    0.000    0.000    0.000 protocols.py:109(BufferedProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:166(DatagramProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:181(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:66(Protocol)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.001    0.001 prufer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 prufer.py:8(Prufer)
        1    0.000    0.000    0.033    0.033 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:88(contextlib_nullcontext)
        1    0.000    0.000    0.038    0.038 pycode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pycode.py:1003(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pycode.py:371(PythonCodePrinter)
        1    0.000    0.000    0.000    0.000 pycode.py:499(<listcomp>)
        1    0.000    0.000    0.000    0.000 pycode.py:518(MpmathPrinter)
        1    0.000    0.000    0.000    0.000 pycode.py:528(<listcomp>)
        1    0.000    0.000    0.000    0.000 pycode.py:530(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pycode.py:585(<listcomp>)
        1    0.000    0.000    0.000    0.000 pycode.py:607(NumPyPrinter)
        1    0.000    0.000    0.000    0.000 pycode.py:617(<listcomp>)
        1    0.000    0.000    0.000    0.000 pycode.py:619(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pycode.py:76(AbstractPythonCodePrinter)
        1    0.000    0.000    0.000    0.000 pycode.py:84(<listcomp>)
        1    0.000    0.000    0.000    0.000 pycode.py:86(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pycode.py:912(SciPyPrinter)
        1    0.000    0.000    0.000    0.000 pycode.py:918(<listcomp>)
        1    0.000    0.000    0.000    0.000 pycode.py:922(<listcomp>)
        1    0.000    0.000    0.000    0.000 pycode.py:999(SymPyPrinter)
        1    0.000    0.000    0.003    0.003 python.py:1(<module>)
        1    0.000    0.000    0.000    0.000 python.py:13(PythonPrinter)
        1    0.000    0.000    0.002    0.002 pythonfinitefield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pythonfinitefield.py:10(PythonFiniteField)
        1    0.000    0.000    0.000    0.000 pythonintegerring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pythonintegerring.py:13(PythonIntegerRing)
        1    0.000    0.000    0.000    0.000 pythonintegerring.py:22(__init__)
        1    0.000    0.000    0.219    0.219 pythonrational.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pythonrational.py:14(PythonRational)
        2    0.000    0.000    0.000    0.000 pythonrational.py:43(__init__)
        1    0.000    0.000    0.000    0.000 pythonrationalfield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pythonrationalfield.py:10(PythonRationalField)
        1    0.000    0.000    0.000    0.000 pythonrationalfield.py:19(__init__)
        1    0.000    0.000    0.000    0.000 qfunctions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quadrature.py:1(<module>)
        6    0.000    0.000    0.000    0.000 quadrature.py:21(__init__)
        1    0.000    0.000    0.000    0.000 quadrature.py:257(TanhSinh)
        1    0.000    0.000    0.000    0.000 quadrature.py:385(GaussLegendre)
        1    0.000    0.000    0.000    0.000 quadrature.py:455(QuadratureMethods)
        3    0.000    0.000    0.000    0.000 quadrature.py:457(__init__)
        1    0.000    0.000    0.000    0.000 quadrature.py:5(QuadratureRule)
        1    0.000    0.000    0.000    0.000 quaternion.py:14(Quaternion)
        1    0.000    0.000    0.001    0.001 quaternion.py:4(<module>)
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queues.py:11(QueueEmpty)
        1    0.000    0.000    0.000    0.000 queues.py:16(QueueFull)
        1    0.000    0.000    0.000    0.000 queues.py:21(Queue)
        1    0.000    0.000    0.000    0.000 queues.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queues.py:239(LifoQueue)
        1    0.000    0.000    0.003    0.003 radsimp.py:1(<module>)
        1    0.000    0.000    0.003    0.003 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:103(__init_subclass__)
        2    0.000    0.000    0.000    0.000 random.py:123(seed)
       59    0.000    0.000    0.000    0.000 random.py:200(randrange)
       31    0.000    0.000    0.000    0.000 random.py:244(randint)
    28370    0.054    0.000    0.079    0.000 random.py:250(_randbelow_with_getrandbits)
       48    0.000    0.000    0.000    0.000 random.py:285(choice)
     1585    0.042    0.000    0.122    0.000 random.py:293(shuffle)
        1    0.000    0.000    0.000    0.000 random.py:709(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:721(getrandbits)
        1    0.000    0.000    0.000    0.000 random.py:729(seed)
        1    0.000    0.000    0.000    0.000 random.py:78(Random)
        3    0.000    0.000    0.000    0.000 random.py:94(__init__)
        1    0.000    0.000    0.000    0.000 randtest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rational.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rational.py:24(mpq)
       29    0.000    0.000    0.000    0.000 rational.py:31(__new__)
       29    0.000    0.000    0.000    0.000 rational.py:7(create_reduced)
        1    0.000    0.000    0.000    0.000 rationalfield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rationalfield.py:10(RationalField)
        1    0.000    0.000    0.000    0.000 rationaltools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ratsimp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rcode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rcode.py:78(RCodePrinter)
      107    0.000    0.000    0.001    0.000 re.py:188(match)
        5    0.000    0.000    0.001    0.000 re.py:203(sub)
        4    0.000    0.000    0.003    0.001 re.py:223(split)
      299    0.000    0.000    0.088    0.000 re.py:250(compile)
       59    0.000    0.000    0.000    0.000 re.py:270(escape)
      415    0.003    0.000    0.091    0.000 re.py:289(_compile)
        1    0.000    0.000    0.003    0.003 realfield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 realfield.py:13(RealField)
        1    0.000    0.000    0.000    0.000 realfield.py:46(__init__)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 records.py:233(record)
        1    0.000    0.000    0.000    0.000 records.py:318(recarray)
        1    0.000    0.000    0.000    0.000 records.py:78(_OrderedCounter)
        1    0.000    0.000    0.000    0.000 records.py:97(format_parser)
        1    0.000    0.000    0.000    0.000 recurr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reductions.py:1(<module>)
       66    0.004    0.000    0.171    0.003 reductions.py:10(_row_reduce_list)
       66    0.002    0.000    0.185    0.003 reductions.py:124(_row_reduce)
      100    0.002    0.000    0.463    0.005 reductions.py:178(_rank)
       33    0.001    0.000    0.242    0.007 reductions.py:194(_permute_complexity_right)
       66    0.000    0.000    0.058    0.001 reductions.py:204(complexity)
      264    0.001    0.000    0.049    0.000 reductions.py:207(<genexpr>)
       33    0.000    0.000    0.058    0.002 reductions.py:209(<listcomp>)
       33    0.000    0.000    0.000    0.000 reductions.py:210(<listcomp>)
       67    0.001    0.000    0.047    0.001 reductions.py:229(<listcomp>)
       33    0.000    0.000    0.056    0.002 reductions.py:248(_rref)
      231    0.000    0.000    0.000    0.000 reductions.py:47(get_col)
      165    0.005    0.000    0.074    0.000 reductions.py:54(cross_cancel)
        1    0.000    0.000    0.000    0.000 refine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 relational.py:1077(LessThan)
        1    0.000    0.000    0.000    0.000 relational.py:1092(StrictGreaterThan)
        1    0.000    0.000    0.000    0.000 relational.py:1107(StrictLessThan)
        1    0.000    0.000    0.008    0.008 relational.py:3(<module>)
        1    0.000    0.000    0.000    0.000 relational.py:38(Relational)
        1    0.000    0.000    0.000    0.000 relational.py:412(Equality)
        1    0.000    0.000    0.000    0.000 relational.py:693(Unequality)
        1    0.000    0.000    0.000    0.000 relational.py:769(_Inequality)
        1    0.000    0.000    0.000    0.000 relational.py:803(_Greater)
        1    0.000    0.000    0.000    0.000 relational.py:821(_Less)
        1    0.000    0.000    0.000    0.000 relational.py:839(GreaterThan)
        1    0.000    0.000    0.000    0.000 release.py:1(<module>)
        1    0.000    0.000    0.000    0.000 repr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 repr.py:19(ReprPrinter)
        1    0.000    0.000    0.001    0.001 residue_ntheory.py:1(<module>)
        1    0.000    0.000    0.000    0.000 residue_ntheory.py:1029(mobius)
        1    0.000    0.000    0.000    0.000 residues.py:1(<module>)
        1    0.000    0.000    0.002    0.002 result.py:1(<module>)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        1    0.000    0.000    0.000    0.000 ring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ring.py:10(Ring)
        1    0.000    0.000    0.000    0.000 ring_series.py:1(<module>)
        1    0.000    0.000    0.008    0.008 rings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rings.py:197(PolyRing)
        1    0.000    0.000    0.000    0.000 rings.py:553(PolyElement)
        1    0.000    0.000    0.002    0.002 rl.py:1(<module>)
        2    0.000    0.000    0.000    0.000 rl.py:12(rm_id)
        1    0.000    0.000    0.000    0.000 rl.py:41(glom)
        1    0.000    0.000    0.000    0.000 rl.py:77(sort)
        1    0.000    0.000    0.000    0.000 rootisolation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rootisolation.py:1660(RealInterval)
        1    0.000    0.000    0.000    0.000 rootisolation.py:1790(ComplexInterval)
        1    0.000    0.000    0.129    0.129 rootoftools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rootoftools.py:1009(RootSum)
        1    0.000    0.000    0.000    0.000 rootoftools.py:150(RootOf)
        1    0.000    0.000    0.000    0.000 rootoftools.py:164(ComplexRootOf)
        1    0.000    0.000    0.000    0.000 rootoftools.py:36(_pure_key_dict)
        2    0.000    0.000    0.000    0.000 rootoftools.py:81(__init__)
        1    0.000    0.000    0.000    0.000 rszeta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rszeta.py:53(RSCache)
        3    0.000    0.000    0.000    0.000 rszeta.py:54(__init__)
        1    0.000    0.000    0.000    0.000 rules.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rules.py:5(Transform)
        1    0.000    0.000    0.002    0.002 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
        1    0.000    0.000    0.245    0.245 runtests.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runtests.py:1110(SymPyTests)
        1    0.000    0.000    0.000    0.000 runtests.py:1365(SymPyDocTests)
        1    0.000    0.000    0.000    0.000 runtests.py:1591(SymPyDocTestFinder)
        1    0.000    0.000    0.000    0.000 runtests.py:1780(SymPyDocTestRunner)
        1    0.000    0.000    0.000    0.000 runtests.py:1863(SymPyOutputChecker)
        1    0.000    0.000    0.000    0.000 runtests.py:1961(Reporter)
        1    0.000    0.000    0.000    0.000 runtests.py:1968(PyTestReporter)
        1    0.000    0.000    0.000    0.000 runtests.py:69(Skipped)
        1    0.000    0.000    0.000    0.000 runtests.py:72(TimeOutError)
        1    0.000    0.000    0.000    0.000 runtests.py:75(DependencyError)
        1    0.000    0.000    0.000    0.000 rust.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rust.py:218(RustCodePrinter)
        1    0.000    0.000    0.009    0.009 scimath.py:1(<module>)
        1    0.000    0.000    0.015    0.015 secrets.py:1(<module>)
        1    0.000    0.000    0.001    0.001 selector_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selector_events.py:48(BaseSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 selector_events.py:603(_SelectorTransport)
        1    0.000    0.000    0.000    0.000 selector_events.py:747(_SelectorSocketTransport)
        1    0.000    0.000    0.000    0.000 selector_events.py:985(_SelectorDatagramTransport)
        1    0.000    0.000    0.004    0.004 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.029    0.029 sequences.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sequences.py:1003(SeqAdd)
        1    0.000    0.000    0.000    0.000 sequences.py:1109(SeqMul)
        1    0.000    0.000    0.000    0.000 sequences.py:29(SeqBase)
        1    0.000    0.000    0.000    0.000 sequences.py:373(EmptySequence)
        1    0.000    0.000    0.000    0.000 sequences.py:410(SeqExpr)
        1    0.000    0.000    0.000    0.000 sequences.py:460(SeqPer)
        1    0.000    0.000    0.000    0.000 sequences.py:604(SeqFormula)
        1    0.000    0.000    0.000    0.000 sequences.py:718(RecursiveSeq)
        1    0.000    0.000    0.000    0.000 sequences.py:946(SeqExprOp)
        1    0.000    0.000    0.000    0.000 series.py:1(<module>)
        1    0.000    0.000    0.001    0.001 series_class.py:1(<module>)
        1    0.000    0.000    0.000    0.000 series_class.py:13(SeriesBase)
        1    0.000    0.000    0.000    0.000 session.py:1(<module>)
        1    0.000    0.000    0.011    0.011 sets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sets.py:1133(Union)
        1    0.000    0.000    0.000    0.000 sets.py:1306(Intersection)
        1    0.000    0.000    0.000    0.000 sets.py:1526(Complement)
        1    0.000    0.000    0.000    0.000 sets.py:1615(EmptySet)
        1    0.000    0.000    0.000    0.000 sets.py:1680(UniversalSet)
        1    0.003    0.003    0.003    0.003 sets.py:1731(FiniteSet)
      847    0.020    0.000    0.105    0.000 sets.py:1763(__new__)
        5    0.000    0.000    0.000    0.000 sets.py:1798(__iter__)
      842    0.002    0.000    0.005    0.000 sets.py:1850(_contains)
        1    0.000    0.000    0.000    0.000 sets.py:1962(SymmetricDifference)
        1    0.000    0.000    0.000    0.000 sets.py:2031(DisjointUnion)
        1    0.000    0.000    0.000    0.000 sets.py:41(Set)
      842    0.004    0.000    0.019    0.000 sets.py:667(__contains__)
        1    0.000    0.000    0.000    0.000 sets.py:676(ProductSet)
        1    0.000    0.000    0.000    0.000 sets.py:722(__new__)
        1    0.000    0.000    0.000    0.000 sets.py:732(<listcomp>)
        3    0.000    0.000    0.000    0.000 sets.py:734(<genexpr>)
      892    0.007    0.000    0.007    0.000 sets.py:75(_infimum_key)
        1    0.000    0.000    0.000    0.000 sets.py:861(Interval)
        1    0.000    0.000    0.000    0.000 sets.py:905(__new__)
        3    0.000    0.000    0.000    0.000 sets.py:912(<genexpr>)
        4    0.000    0.000    0.000    0.000 sets.py:919(<genexpr>)
        2    0.000    0.000    0.041    0.021 shape_base.py:1(<module>)
        1    0.000    0.000    0.021    0.021 shutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:66(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:69(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:72(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:76(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:79(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:82(RegistryError)
        1    0.000    0.000    0.000    0.000 shutil.py:86(_GiveupOnFastCopy)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       31    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       32    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 simpledomain.py:1(<module>)
        1    0.000    0.000    0.000    0.000 simpledomain.py:8(SimpleDomain)
        1    0.000    0.000    0.042    0.042 simplify.py:1(<module>)
  528/264    0.023    0.000   20.900    0.079 simplify.py:1387(nsimplify)
      264    0.002    0.000    0.004    0.000 simplify.py:1456(<listcomp>)
      264    0.009    0.000   19.938    0.076 simplify.py:1478(nsimplify_real)
      264    0.025    0.000   20.831    0.079 simplify.py:1523(_real_to_rational)
      562    0.003    0.000    0.004    0.000 simplify.py:1967(dotprodsimp)
     1295    0.024    0.000    0.036    0.000 simplify.py:395(simplify)
        1    0.000    0.000    0.001    0.001 single.py:11(<module>)
        1    0.000    0.000    0.000    0.000 single.py:144(SingleODESolver)
        1    0.000    0.000    0.000    0.000 single.py:227(SinglePatternODESolver)
        1    0.000    0.000    0.000    0.000 single.py:275(NthAlgebraic)
        1    0.000    0.000    0.000    0.000 single.py:31(ODEMatchError)
        3    0.000    0.000    0.000    0.000 single.py:36(cached_property)
        1    0.000    0.000    0.000    0.000 single.py:377(FirstLinear)
        1    0.000    0.000    0.000    0.000 single.py:451(AlmostLinear)
        1    0.000    0.000    0.000    0.000 single.py:48(SingleODEProblem)
        1    0.000    0.000    0.000    0.000 single.py:538(Bernoulli)
        1    0.000    0.000    0.000    0.000 single.py:645(Factorable)
        1    0.000    0.000    0.000    0.000 single.py:720(RiccatiSpecial)
        1    0.000    0.000    0.000    0.000 singleton.py:1(<module>)
       52    0.000    0.000    0.001    0.000 singleton.py:103(__getattr__)
        1    0.000    0.000    0.000    0.000 singleton.py:11(SingletonRegistry)
       27    0.000    0.000    0.000    0.000 singleton.py:121(__repr__)
        1    0.000    0.000    0.000    0.000 singleton.py:127(Singleton)
       27    0.000    0.000    0.002    0.000 singleton.py:166(__new__)
       29    0.000    0.000    0.001    0.000 singleton.py:171(__call__)
        1    0.000    0.000    0.000    0.000 singleton.py:86(__init__)
       27    0.000    0.000    0.000    0.000 singleton.py:97(register)
        1    0.000    0.000    0.102    0.102 singularities.py:1(<module>)
        1    0.000    0.000    0.004    0.004 singularity_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 singularity_functions.py:14(SingularityFunction)
        1    0.000    0.000    0.000    0.000 singularityfunctions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:106(MovedAttribute)
        9    0.000    0.000    0.000    0.000 six.py:108(__init__)
        1    0.000    0.000    0.000    0.000 six.py:132(_MovedItems)
        4    0.000    0.000    0.000    0.000 six.py:67(_add_doc)
        1    0.000    0.000    0.000    0.000 six.py:78(_LazyDescr)
       43    0.000    0.000    0.000    0.000 six.py:80(__init__)
        1    0.000    0.000    0.000    0.000 six.py:91(MovedModule)
       34    0.000    0.000    0.000    0.000 six.py:93(__init__)
        1    0.000    0.000    0.043    0.043 slice.py:1(<module>)
        1    0.000    0.000    0.000    0.000 slice.py:30(MatrixSlice)
        1    0.000    0.000    0.000    0.000 socket.py:210(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:213(socket)
        1    0.000    0.000    0.023    0.023 socket.py:4(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:626(SocketIO)
      202    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
      203    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
      204    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
      205    0.002    0.000    0.003    0.000 socket.py:91(<lambda>)
        2    0.000    0.000    0.050    0.025 solvers.py:1(<module>)
        1    0.000    0.000    0.004    0.004 solveset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 solveset.py:61(NonlinearError)
        1    0.000    0.000    0.002    0.002 source.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sparse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sparse.py:26(SparseMatrix)
        1    0.000    0.000    0.000    0.000 sparse.py:680(MutableSparseMatrix)
        1    0.000    0.000    0.001    0.001 sparse_ndim_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sparse_ndim_array.py:10(SparseNDimArray)
        1    0.000    0.000    0.000    0.000 sparse_ndim_array.py:103(ImmutableSparseNDimArray)
        1    0.000    0.000    0.000    0.000 sparse_ndim_array.py:139(MutableSparseNDimArray)
        1    0.000    0.000    0.000    0.000 sparsetools.py:1(<module>)
        1    0.000    0.000    0.254    0.254 specialpolys.py:1(<module>)
        1    0.000    0.000    0.003    0.003 spherical_harmonics.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spherical_harmonics.py:14(Ynm)
        1    0.000    0.000    0.000    0.000 spherical_harmonics.py:257(Znm)
        1    0.000    0.000    0.000    0.000 sqfreetools.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sqrtdenest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sqrtdenest.py:219(SqrtdenestStopIteration)
      202    0.001    0.000    0.001    0.000 sre_compile.py:249(_compile_charset)
      202    0.007    0.000    0.009    0.000 sre_compile.py:276(_optimize_charset)
       30    0.000    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
       30    0.001    0.000    0.001    0.000 sre_compile.py:413(<listcomp>)
        4    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      254    0.001    0.000    0.002    0.000 sre_compile.py:423(_simple)
        7    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
      110    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
    67/50    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
       43    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
       59    0.001    0.000    0.004    0.000 sre_compile.py:536(_compile_info)
      118    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       59    0.000    0.000    0.032    0.001 sre_compile.py:598(_code)
      156    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
   684/59    0.011    0.000    0.028    0.000 sre_compile.py:71(_compile)
       59    0.002    0.000    0.086    0.001 sre_compile.py:759(compile)
      725    0.001    0.000    0.001    0.000 sre_parse.py:111(__init__)
     1346    0.001    0.000    0.002    0.000 sre_parse.py:160(__len__)
        6    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
     4167    0.005    0.000    0.007    0.000 sre_parse.py:164(__getitem__)
      261    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
     1171    0.001    0.000    0.002    0.000 sre_parse.py:172(append)
  797/180    0.005    0.000    0.007    0.000 sre_parse.py:174(getwidth)
       59    0.000    0.000    0.001    0.000 sre_parse.py:224(__init__)
     4180    0.006    0.000    0.006    0.000 sre_parse.py:233(__next)
     1478    0.001    0.000    0.002    0.000 sre_parse.py:249(match)
     3422    0.004    0.000    0.009    0.000 sre_parse.py:254(get)
       23    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
      798    0.001    0.000    0.001    0.000 sre_parse.py:286(tell)
        3    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
       54    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
      190    0.001    0.000    0.001    0.000 sre_parse.py:355(_escape)
      142    0.000    0.000    0.001    0.000 sre_parse.py:432(_uniq)
   228/59    0.003    0.000    0.050    0.001 sre_parse.py:435(_parse_sub)
   428/62    0.017    0.000    0.050    0.001 sre_parse.py:493(_parse)
       59    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      360    0.000    0.000    0.001    0.000 sre_parse.py:81(groups)
      121    0.000    0.000    0.001    0.000 sre_parse.py:84(opengroup)
        5    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
       59    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
       59    0.001    0.000    0.052    0.001 sre_parse.py:937(parse)
      121    0.000    0.000    0.005    0.000 sre_parse.py:96(closegroup)
      124    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
      124    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      124    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
      124    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
      124    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
